,Plant Name,Planned Retirement Year,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red
22,Kyrene, ,Kyrene,AZ,33.3556,-111.9353,1952,Gas_CC,572,1697711000.0,11461683.53,681150.912,Gas,75.84502289747142,101833.86711805384
23,Apache Station, ,Apache Station,AZ,32.0603,-109.8931,1963,Gas_SC,658,2354923000.0,24173837.737,1683841.084,Gas,-103.22229031690692,880260.8319520793
24,GREC, ,GREC,OK,36.190278,-95.2894,1981,Gas_CC,1734,2615424000.0,17736827.73,1099988.09,Wind,-94.77042926940389,1099988.09
25,Lake Catherine,2025,Lake Catherine,AR,34.4341,-92.9049,1950,Gas_SC,751,499406000.0,5247637.251,311859.148,Wind,-225.4450424821472,311859.148
26,Thomas Fitzhugh, ,Thomas Fitzhugh,AR,35.462382,-93.804926,1963,Gas_CC,185,434792000.0,3751482.31,223336.403,Gas,-87.99433670655881,74970.50528342093
27,Dynegy Moss Landing Power Plant Hybrid, ,Dynegy Moss Landing Power Plant Hybrid,CA,36.804837,-121.782241,1967,Gas_SC,2802,5487443000.0,38567163.41,2185318.142,Gas,-10.610475589998227,312814.9522827149
28,Limestone,2030,Limestone,TX,31.4219,-96.2525,1985,Coal,1849,6332172000.0,63944990.991,6702640.393999999,Gas,-19.58527464575149,4541886.784743652
29,AES Alamitos LLC,2023,AES Alamitos LLC,CA,33.7688,-118.1009,1956,Gas_SC,2055,1785596000.0,15163913.192,901172.842,Gas,-187.17451892303842,291866.4299704946
30,,,El Segundo Power,CA,33.909804,-118.424172,1955,Gas_SC,996,440008000.0,3540209.776,210389.773,Solar,-459.03182165484867,210389.773
31,AES Huntington Beach LLC,2023,AES Huntington Beach LLC,CA,33.6439,-117.9792,1958,Gas_SC,1021,1322790000.0,9458494.236,562099.998,Gas,-110.26087547424429,110718.81840029801
32,Long Beach Generation LLC, ,Long Beach Generation LLC,CA,33.7641,-118.2248,1976,Gas_CC,587,37891000.0,573005.9990000001,34052.905,Solar,-2411.0334280808434,34052.905
33,Ormond Beach,2024,Ormond Beach,CA,34.1292,-119.1689,1971,Gas_SC,1612,757790000.0,7227871.532,429541.632,Solar,-341.05110608174493,429541.632
34,AES Redondo Beach LLC,2023,AES Redondo Beach LLC,CA,33.8504,-118.395,1954,Gas_SC,1316,320561000.0,4445420.7,264167.6,Solar,-596.316080986481,264167.6
35,Mountainview Generating Station, ,Mountainview Generating Station,CA,34.0818,-117.2418,1957,Gas_CC,1164,2973461000.0,21384891.706,1270879.594,Gas,19.278878566661163,256233.02600832377
36,Grayson, ,Grayson,CA,34.1556,-118.2782,1953,Gas_CC,353,116596000.0,1676318.122,99537.634,Solar,-390.6471249522954,99537.634
37,Joliet 29, ,Joliet 29,IL,41.494636,-88.123827,1965,Gas_SC,1320,1091451000.0,11312187.925,670585.4299999999,Wind,-205.21378382400098,670585.4299999999
38,El Centro Hybrid, ,El Centro Hybrid,CA,32.802222,-115.54,1952,Gas_CC,435,660521000.0,5363384.605,318738.575,Gas,-93.83748383970148,93346.22388578329
39,Harbor, ,Harbor,CA,33.7706,-118.2656,1972,Gas_SC,591,78120000.0,765275.759,44720.597,Solar,-1740.6844192078695,44720.597
40,Haynes, ,Haynes,CA,33.764741,-118.09913,1962,Gas_SC,2882,3802589000.0,28051436.0,1636605.754,Gas,-118.21496934259524,339032.361131252
41,Scattergood,2024,Scattergood,CA,33.918151,-118.427648,1958,Gas_SC,1714,1773127000.0,13597388.757,794092.53,Gas,-177.3332409150218,189040.96713659714
42,Valley (CA), ,Valley (CA),CA,34.244991,-118.391327,1954,Gas_CC,1232,893450000.0,6397637.384,373259.724,Gas,-355.2402254524304,68384.03329070093
43,Glenarm, ,Glenarm,CA,34.126,-118.1494,1976,Gas_SC,263,59400000.0,553801.559,32911.778,Solar,-967.1873292247283,32911.778
44,Cherokee,2027,Cherokee,CO,39.807275,-104.964548,1957,Gas_CC,1425,4021840000.0,31338454.353,1862330.822,Gas,-18.594843892805248,489941.4908429263
45,Comanche (CO),2022,Comanche (CO),CO,38.2081,-104.5747,1973,Coal,1634,4648786000.0,47269634.09,4883250.386,Gas,-28.135378918346767,3296925.641795266
46,Martin Drake,2022,Martin Drake,CO,38.824444,-104.833333,1962,Gas_SC,257,449750000.0,5251736.758,504985.454,Gas,-47.643623786578296,351515.37520822964
47,Hayden,2028,Hayden,CO,40.4856,-107.185,1965,Coal,465,2286358000.0,24115724.321,2474266.67,Gas,-25.303884821406523,1694083.1404698286
48,McWilliams, ,McWilliams,AL,31.400255,-86.476449,1954,Gas_CC,653,2879239000.0,29887417.483,1776162.766,Gas,-74.18439535824486,793667.9662438284
49,Devon Station, ,Devon Station,CT,41.209797,-73.108976,1957,Oil,428,15755000.0,133434.107,9750.459,Wind,-7036.252236865167,9750.459
50,Montville Station, ,Montville Station,CT,41.4281,-72.1019,1954,Oil,493,23676000.0,294037.173,20825.821,Wind,-3780.770826926676,20825.821
51,Middletown, ,Middletown,CT,41.554944,-72.579075,1954,Oil,853,325261000.0,3439297.038,211537.738,Wind,-528.0027937818325,211537.738
52,South Meadow, ,South Meadow,CT,41.7495,-72.6524,1970,Oil,164,1656000.0,22375.8,1812.2,Wind,-14676.716670759168,1812.2
53,Stanton Energy Center, ,Stanton Energy Center,FL,28.4822,-81.1678,1987,Coal,1260,5925807000.0,54802139.683,4917903.897,Gas,-2.745880554960924,2895815.921024848
54,Bridgeport Station,2021,Bridgeport Station,CT,41.1706,-73.1844,1961,Gas_CC,1156,3720970000.0,23911423.42,1423097.917,Wind,68.54141884110395,1423097.917
55,Christiana, ,Christiana,DE,39.7302,-75.5371,1973,Oil,52,69000.0,1675.0,135.60000000000002,Wind,-61058.549123696095,135.60000000000002
56,Edge Moor, ,Edge Moor,DE,39.73886,-75.50384,1954,Gas_SC,709,192386000.0,2080091.785,123945.743,Wind,-782.776432767015,123945.743
57,Indian River Generating Station, ,Indian River Generating Station,DE,38.5857,-75.2341,1957,Coal,801,158029000.0,1606279.735,163735.061,Wind,-712.8152842717518,163735.061
58,McKee Run,2021,McKee Run,DE,39.176222,-75.546628,1962,Gas_SC,149,5135000.0,63914.228,3798.229,Wind,-6155.252881021097,3798.229
59,Brandon Shores, ,Brandon Shores,MD,39.18,-76.5389,1984,Coal,1370,1148597000.0,12187110.157,1250397.931,Wind,-94.84438049003842,1250397.931
60,Fredonia, ,Fredonia,WA,48.4558,-122.4358,1984,Gas_SC,374,32387000.0,321521.274,19632.391,Wind,-2791.605221867412,19632.391
61,Cape Canaveral, ,Cape Canaveral,FL,28.4698,-80.7644,1965,Gas_CC,2099,6512104000.0,41643131.499,2477298.379,Wind,111.03258959479766,2477298.379
62,Fort Myers, ,Fort Myers,FL,26.6967,-81.7831,1958,Gas_CC,3298,9991866000.0,67975741.038,4041413.56,Gas,101.52809601062809,631847.2180393292
63,Lauderdale, ,Lauderdale,FL,26.0686,-80.1984,1957,Gas_SC,3003,411469000.0,3872543.989,230719.654,Wind,-1759.204150706788,230719.654
64,Port Everglades, ,Port Everglades,FL,26.0856,-80.1253,1960,Gas_CC,3060,6500494000.0,40796329.79,2425341.361,Wind,87.66126151454114,2425341.361
65,Riviera, ,Riviera,FL,26.7653,-80.0525,1962,Gas_CC,1915,6701391000.0,41590560.008,2474489.893,Wind,135.70873393136137,2474489.893
66,Sanford, ,Sanford,FL,28.8419,-81.3256,1959,Gas_CC,2532,9918293000.0,67973650.826,4039583.507,Gas,122.89718834446967,655122.7884010789
67,Crystal River, ,Crystal River,FL,28.9656,-82.6977,1966,Coal,5299,15609828000.0,116870276.679,8557198.43,Gas,15.293793609306364,3230591.3525436716
68,P L Bartow, ,P L Bartow,FL,27.859535,-82.601759,1958,Gas_CC,1966,7013834000.0,51241127.322,3045188.213,Gas,58.98787150601935,651828.2205321887
69,Crist, ,Crist,FL,30.5661,-87.2244,1945,Coal,1226,1308078000.0,14486362.104,1263481.962,Wind,-54.643985566716474,1263481.962
70,Lansing Smith, ,Lansing Smith,FL,30.2686,-85.7003,1965,Gas_CC,999,5059620000.0,35228323.383,2093567.51,Gas,125.71561889028584,367052.1569006841
71,Big Bend, ,Big Bend,FL,27.7944,-82.4036,1969,Coal,2076,3335206000.0,40258076.805,2852606.378,Gas,-47.26478928794873,1714520.0464674032
72,Deerhaven Generating Station,2022,Deerhaven Generating Station,FL,29.7592,-82.3878,1972,Coal,469,750718000.0,8258550.147,622402.804,Gas,-40.2612521062524,366232.1522814891
73,John R Kelly,2021,John R Kelly,FL,29.6461,-82.3208,1958,Gas_CC,237,833568000.0,6915963.718,410986.712,Gas,6.659192205160685,126544.80730117072
74,J D Kennedy, ,J D Kennedy,FL,30.364818,-81.625967,1973,Gas_SC,538,134223000.0,1300445.788,77451.624,Wind,-887.9456157507374,77451.624
75,Northside Generating Station, ,Northside Generating Station,FL,30.4172,-81.5525,1966,Coal,1405,5080842000.0,55671482.453,4623721.522,Gas,-18.484358674103024,2889964.4968337156
76,Tom G Smith, ,Tom G Smith,FL,26.612767,-80.0677,1961,Gas_SC,143,142000.0,966.052,57.174,Gas,-420599.9465499788,8.718744439285388
77,Larsen Memorial, ,Larsen Memorial,FL,28.0797,-81.9228,1956,Gas_CC,158,103643000.0,1452965.512,86352.363,Wind,-156.1077036631856,86352.363
78,C D McIntosh Jr,2021,C D McIntosh Jr,FL,28.0801,-81.9229,1970,Gas_CC,1409,2031202000.0,21820771.667,1583518.393,Gas,-46.24645701662706,890402.8154969391
79,Indian River Plant, ,Indian River Plant,FL,28.493232,-80.780124,1989,Gas_SC,342,23594000.0,330808.612,19692.638,Wind,-2515.382931676255,19692.638
80,Arvah B Hopkins, ,Arvah B Hopkins,FL,30.4522,-84.4,1970,Gas_CC,1107,1412279000.0,11056639.06,657115.279,Gas,-78.54769473693746,175197.3926054192
81,S O Purdom, ,S O Purdom,FL,30.162304,-84.200673,1963,Gas_CC,350,663452000.0,6650960.348,395280.832,Gas,-50.46143437601612,168888.32346290682
82,Bowen, ,Bowen,GA,34.1256,-84.9222,1971,Coal,3538,8768072000.0,84573288.441,8677220.883,Gas,-34.73496064230532,5685254.900360942
83,Jack McDonough, ,Jack McDonough,GA,33.8239,-84.4758,1963,Gas_CC,3443,18976953000.0,127623709.352,7584444.817,Gas,156.28951722794966,1108859.5537699303
84,Yates, ,Yates,GA,33.4622,-84.8986,1950,Gas_SC,1484,2428382000.0,25020975.687,1486953.61,Gas,-124.15002278002059,658306.635288456
85,Ponca, ,Ponca,OK,36.71979,-97.085758,1977,Gas_SC,48,13725000.0,123333.719,7329.908,Wind,-899.0871172130155,7329.908
86,E D Edwards,2022,E D Edwards,IL,40.5958,-89.6631,1960,Coal,779,3338667000.0,32727715.523,3432477.373,Gas,-13.331125090453996,2293210.0299216593
87,Grand Tower Energy Center LLC, ,Grand Tower Energy Center LLC,IL,37.6577,-89.511161,1951,Gas_CC,639,1171248000.0,11380872.664,676329.532,Gas,-73.01785943342817,276659.664641015
88,Joliet 9, ,Joliet 9,IL,41.4931,-88.1153,1959,Gas_SC,504,21477000.0,257356.525,15255.85,Wind,-5291.933192047466,15255.85
89,Kincaid Generation LLC,2027,Kincaid Generation LLC,IL,39.590556,-89.496389,1967,Coal,1318,1624422000.0,16187689.842,1697765.107,Wind,-58.96950778903677,1697765.107
90,Powerton, ,Powerton,IL,40.5408,-89.6786,1972,Coal,1784,1043563000.0,12096674.75,1286625.38,Wind,-164.98798605733367,1286625.38
91,Waukegan, ,Waukegan,IL,42.3833,-87.8133,1952,Coal,914,747412000.0,7877858.9,832780.45,Wind,-119.69932262991225,832780.45
92,Will County,2022,Will County,IL,41.6334,-88.0629,1955,Coal,1267,372616000.0,4087933.475,431771.475,Wind,-417.287597163843,431771.475
93,Joppa Steam,2022,Joppa Steam,IL,37.2094,-88.858889,1953,Coal,1098,4492161000.0,44699839.569,4446866.1,Gas,-15.974178951443756,2913987.1614445397
94,Baldwin Energy Complex,2025,Baldwin Energy Complex,IL,38.205,-89.8544,1970,Coal,1893,4473276000.0,42583477.514,4466151.61,Gas,-19.28348664905043,2939716.879199921
95,Venice, ,Venice,IL,38.6642,-90.1764,1942,Gas_SC,1097,66407000.0,656068.896,38989.655,Wind,-4452.9178005139465,38989.655
96,Dallman,2023,Dallman,IL,39.754803,-89.602389,1968,Coal,617,916183000.0,9252006.177,946787.427,Wind,-37.094128918320486,946787.427
97,Marion, ,Marion,IL,37.619747,-88.953114,1963,Coal,422,1000046000.0,12859348.206,1356548.317,Gas,-32.43668933309247,1015298.4261375323
98,Clifty Creek, ,Clifty Creek,IN,38.7378,-85.4206,1955,Coal,1302,4881738000.0,48939578.429,5021194.772,Gas,-19.051087212481697,3355378.8398137195
99,Harding Street, ,Harding Street,IN,39.711319,-86.196867,1941,Gas_SC,1176,1737404000.0,17931821.542,1065762.083,Gas,-96.67207022572343,472900.4292520578
100,Eagle Valley (IN), ,Eagle Valley (IN),IN,39.48517,-86.4183,1949,Gas_CC,1039,5210498000.0,33248107.499,1975885.608,Wind,125.77328114723608,1975885.608
101,AES Petersburg, ,AES Petersburg,IN,38.5281,-87.2525,1967,Coal,2150,6925548000.0,70137795.295,7196134.229,Gas,-21.447033230240994,4832900.438591578
102,Michigan City,2028,Michigan City,IN,41.7208,-86.9086,1950,Coal,680,1658109000.0,16260738.308,1705426.85,Gas,-22.717668511139752,1139623.361672388
103,Cayuga, ,Cayuga,IN,39.9242,-87.4244,1970,Coal,1182,4762761000.0,44187386.433,4526193.386,Gas,-12.645052174919607,2900976.4745239103
104,Edwardsport, ,Edwardsport,IN,38.8067,-87.2472,1944,Coal,947,2897761000.0,23563498.544,2994571.452,Gas,-3.435543154134979,2005756.312500902
105,Noblesville, ,Noblesville,IN,40.0969,-85.9714,1950,Gas_CC,283,1199041000.0,12602113.486,748959.963,Gas,-54.40954672104017,339806.17368468444
106,R Gallagher,2021,R Gallagher,IN,38.2636,-85.8381,1958,Coal,600,66725000.0,663392.384,68064.195,Wind,-1338.5479952345718,68064.195
107,F B Culley,2023,F B Culley,IN,37.9111,-87.3275,1955,Coal,414,1020047000.0,12318607.888,1258642.022,Gas,-33.971587146266785,910567.1060215476
108,Whitewater Valley, ,Whitewater Valley,IN,39.8028,-84.8953,1955,Coal,93,40843000.0,461185.104,47316.611,Wind,-255.8459695974754,47316.611
109,Lansing,2022,Lansing,IA,43.3359,-91.1675,1948,Coal,339,405557000.0,4329877.575,453574.457,Wind,-55.63969878217711,453574.457
110,Walter Scott Jr Energy Center, ,Walter Scott Jr Energy Center,IA,41.18,-95.8408,1954,Coal,1777,5450692000.0,52232489.325,5478142.3,Gas,-20.316948331071313,3618179.8081496996
111,George Neal North, ,George Neal North,IA,42.299794,-96.361707,1964,Coal,1080,942043000.0,9719747.225,1019408.05,Wind,-107.33071254795219,1019408.05
112,Burlington (IA), ,Burlington (IA),IA,40.7412,-91.116667,1968,Coal,288,1224617000.0,12458284.273,1305468.737,Gas,-20.98585561596907,887587.5419366504
113,Ames Electric Services Power Plant, ,Ames Electric Services Power Plant,IA,42.0258,-93.6089,1968,Gas_SC,108,263519000.0,3554398.289,210709.305,Gas,-92.70114512039473,120787.61140771864
114,Streeter Station, ,Streeter Station,IA,42.5267,-92.4394,1963,Gas_SC,51,3070000.0,60445.821,3659.517,Wind,-2148.8289647142883,3659.517
115,,,Muscatine Plant #1,IA,41.3917,-91.0569,1958,Coal,293,811937000.0,9568391.947,1003529.785,Gas,-32.993191326891946,726469.1171535216
116,Earl F Wisdom, ,Earl F Wisdom,IA,43.1606,-95.2569,1960,Gas_SC,118,26047000.0,338633.074,20167.172,Wind,-844.5885532886053,20167.172
117,Cimarron River, ,Cimarron River,KS,37.1611,-100.7619,1963,Gas_SC,65,480000.0,6582.435,390.832,Wind,-25472.15756943845,390.832
118,Fort Dodge, ,Fort Dodge,KS,37.7328,-99.9497,1969,Gas_SC,149,3164000.0,34321.450000000004,2039.589,Wind,-11137.044591074073,2039.589
119,Great Bend - Sunflower, ,Great Bend - Sunflower,KS,38.41,-98.8689,1963,Gas_SC,81,1520000.0,17623.414,1047.064,Wind,-11801.145484932293,1047.064
120,Riverton, ,Riverton,KS,37.072616,-94.698704,1950,Gas_CC,397,1521111000.0,10841966.64,644324.479,Gas,46.50908846972427,125269.39279426652
121,Gordon Evans Energy Center, ,Gordon Evans Energy Center,KS,37.7903,-97.521667,1961,Gas_SC,902,134118000.0,1473745.773,87637.59,Wind,-1494.3905985805068,87637.59
122,La Cygne, ,La Cygne,KS,38.3481,-94.6456,1973,Coal,1598,6650553000.0,65925746.963,6912975.648,Gas,-28.045867091666562,4643579.554795231
123,Lawrence Energy Center, ,Lawrence Energy Center,KS,39.0072,-95.269167,1952,Coal,604,2137047000.0,21159756.632,2181852.158,Gas,-30.260986652309143,1452618.6472235317
124,Chanute 2, ,Chanute 2,KS,37.6953,-95.4586,1965,Gas_SC,64,243288000.0,3269468.305,193589.122,Gas,-111.0637218073522,110570.93738834411
125,Coffeyville, ,Coffeyville,KS,37.037344,-95.612689,1956,Gas_SC,62,290000.0,2835.279,168.146,Wind,-56536.96398114949,168.146
126,Garden City, ,Garden City,KS,37.9703,-100.8956,1962,Gas_SC,266,11882000.0,166228.21899999998,1949.35,Wind,-20598.86770442176,1949.35
127,Big Sandy, ,Big Sandy,KY,38.1707,-82.6176,1963,Coal,1096,948161000.0,9072868.604,539187.029,Gas,-154.6891107814458,215642.07429786812
128,E W Brown, ,E W Brown,KY,37.78831,-84.71257,1957,Gas_SC,1748,1458548000.0,15795745.82,1516834.619,Wind,-103.56379552668982,1516834.619
129,Ghent, ,Ghent,KY,38.7497,-85.035,1974,Coal,2224,10911256000.0,102797458.607,10547018.842,Gas,-14.865493818656235,6823725.194335347
130,Cane Run, ,Cane Run,KY,38.1831,-85.8892,1962,Gas_CC,1467,4676622000.0,31617572.044,1878987.956,Gas,104.6401331783543,283164.6167685895
131,Mill Creek (KY), ,Mill Creek (KY),KY,38.0525,-85.9103,1972,Coal,1715,7340568000.0,68286753.78299999,6995650.739,Gas,-15.120291729158325,4490797.9333605375
132,Paddys Run, ,Paddys Run,KY,38.223592,-85.841704,1968,Gas_SC,226,37974000.0,373420.159,22061.642,Wind,-1457.5193446236908,22061.642
133,,,Elmer Smith,KY,37.7942,-87.0608,1964,Coal,445,501812000.0,4914382.851,504216.512,Wind,-63.28115052015043,504216.512
134,Paradise, ,Paradise,KY,37.2608,-86.9783,1963,Coal,3718,7584661000.0,52114080.138,3316502.109,Gas,10.007332470757571,728356.4252226395
135,Shawnee,2033,Shawnee,KY,37.1517,-88.775,1953,Coal,1750,4089194000.0,44866116.756,4705547.174,Gas,-32.03421469145882,3310174.3549342193
136,Cooper, ,Cooper,KY,36.9981,-84.5919,1965,Coal,343,176455000.0,1722022.663,176678.565,Wind,-204.11472016106342,176678.565
137,R S Nelson, ,R S Nelson,LA,30.2844,-93.2911,1959,Gas_SC,1594,1017215000.0,11279371.814,1182981.035,Wind,-135.28710127172118,1182981.035
138,Coughlin Power Station, ,Coughlin Power Station,LA,30.8439,-92.261111,1961,Gas_CC,920,3841940000.0,27472642.949,1632662.042,Gas,60.71759939471357,321660.7423596345
139,Teche, ,Teche,LA,29.822222,-91.5425,1953,Gas_SC,467,503159000.0,5116865.048,304082.141,Gas,-133.63559834681135,132387.08513610138
140,Little Gypsy,2026,Little Gypsy,LA,30.005067,-90.461694,1961,Gas_SC,1249,1713462000.0,18307564.102,1087990.954,Gas,-115.26361820051063,503299.12932694936
141,Nine Mile Point,2033,Nine Mile Point,LA,29.9472,-90.1458,1951,Gas_SC,2788,9734496000.0,81544367.131,4846137.255,Gas,-33.569702053805905,1524394.3575721537
142,Sterlington,2022,Sterlington,LA,32.7047,-92.0792,1958,Gas_SC,473,1120000.0,12628.037,750.5219999999999,Wind,-95674.55796592426,750.5219999999999
143,Lieberman, ,Lieberman,LA,32.7047,-93.9597,1947,Gas_SC,278,25051000.0,317446.994,18866.88,Wind,-2137.755497582755,18866.88
144,Houma, ,Houma,LA,29.5806,-90.7225,1948,Gas_SC,94,28765000.0,339518.653,20176.954,Wind,-581.7056355112186,20176.954
145,Big Cajun 1, ,Big Cajun 1,LA,30.6739,-91.3556,1972,Gas_SC,490,58208000.0,692928.76,41180.423,Wind,-1685.4297250649813,41180.423
146,William F Wyman Hybrid, ,William F Wyman Hybrid,ME,43.7508,-70.1567,1957,Oil,861,18599000.0,193733.896,16456.563000000002,Wind,-8450.147861662896,16456.563000000002
147,Herbert A Wagner, ,Herbert A Wagner,MD,39.1781,-76.5268,1956,Coal,1057,106152000.0,1341439.419,123320.104,Wind,-1317.3854337520759,123320.104
148,Perryman, ,Perryman,MD,39.442836,-76.221761,1972,Gas_SC,545,219390000.0,2265402.118,140663.258,Wind,-495.3175265095329,140663.258
149,,,Westport,MD,39.26604,-76.629537,1969,Gas_SC,121,3882000.0,53688.115,3190.805,Wind,-6067.9922526350765,3190.805
150,Vienna Operations, ,Vienna Operations,MD,38.4878,-75.8208,1968,Oil,180,1521000.0,24066.25,1953.048,Wind,-14949.599772504702,1953.048
151,Chalk Point LLC, ,Chalk Point LLC,MD,38.5444,-76.6861,1964,Gas_SC,2553,484178000.0,5546031.768,439272.376,Wind,-862.9042659291537,439272.376
152,Dickerson, ,Dickerson,MD,39.2097,-77.4644,1959,Coal,933,282632000.0,2854660.235,267877.677,Wind,-478.953686225181,267877.677
153,Morgantown Generating Plant, ,Morgantown Generating Plant,MD,38.3592,-76.9767,1970,Coal,1548,1259835000.0,12531503.731,1284643.79,Wind,-117.16992072086046,1284643.79
154,Mystic Generating Station,2022,Mystic Generating Station,MA,42.3908,-71.0675,1957,Gas_CC,2841,1933965000.0,14197747.535,844116.246,Wind,-390.34227333634897,844116.246
155,Exelon Medway LLC, ,Exelon Medway LLC,MA,42.140028,-71.446441,1970,Oil,135,1899000.0,33620.5,2724.5,Wind,-8035.26517456688,2724.5
156,Kendall Square Station, ,Kendall Square Station,MA,42.3633,-71.0792,1949,Gas_CC,294,2027427000.0,13292160.9,789389.602,Wind,120.62357497642238,789389.602
157,Canal, ,Canal,MA,41.7694,-70.5097,1968,Oil,1825,320540000.0,3172012.484,192024.631,Wind,-1445.359115578966,192024.631
158,Essential Power Massachusetts LLC, ,Essential Power Massachusetts LLC,MA,42.095,-72.595,1949,Gas_SC,352,2848000.0,28185.505,1540.799,Wind,-37087.29353133736,1540.799
159,Potter Station 2, ,Potter Station 2,MA,42.235,-70.9672,1963,Gas_SC,221,24522000.0,202330.249,12410.217,Wind,-2772.494722181138,12410.217
160,Waters River, ,Waters River,MA,42.542949,-70.928314,1971,Gas_SC,64,4050000.0,43352.3,2143.5,Wind,-4741.8824753052495,2143.5
161,Cleary Flood Hybrid,2023,Cleary Flood Hybrid,MA,41.8653,-71.1061,1966,Gas_CC,149,52643000.0,560039.6190000001,33339.974,Wind,-616.6739853558782,33339.974
162,Dan E Karn,2023,Dan E Karn,MI,43.644996,-83.840074,1959,Gas_SC,1945,1828950000.0,20504908.273,2109575.665,Wind,-88.57992986075155,2109575.665
163,J H Campbell,2025,J H Campbell,MI,42.910296,-86.20074,1962,Coal,1577,7290821000.0,70803324.577,7425853.869,Gas,-26.908256896870284,4937976.440813909
164,Delray, ,Delray,MI,42.2947,-83.1019,2000,Gas_SC,142,38278000.0,420078.95,24966.0,Wind,-504.3811974360513,24966.0
165,Hancock, ,Hancock,MI,42.5497,-83.4425,1966,Gas_SC,158,5525000.0,67111.9,3958.8,Wind,-6275.528686636024,3958.8
166,Monroe (MI), ,Monroe (MI),MI,41.8906,-83.3464,1969,Coal,3288,14295504000.0,136084002.376,14276708.615,Gas,-25.63453137225423,9398593.828456212
167,River Rouge,2021,River Rouge,MI,42.2739,-83.1119,1956,Coal,940,261675000.0,3127562.989,242207.638,Wind,-523.3847882743165,242207.638
168,St Clair, ,St Clair,MI,42.7642,-82.4719,1953,Coal,1923,1885094000.0,19903603.932,2087492.367,Wind,-83.62341547573405,2087492.367
