,Plant Name,Planned Retirement Year,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red
37,,,Ormond Beach,CA,34.1292,-119.1689,1971,Gas_SC,1612,757790000.0,7227871.532,429541.632,Solar,-341.05110608174493,429541.632
38,,,AES Redondo Beach LLC,CA,33.8504,-118.395,1954,Gas_SC,1316,320561000.0,4445420.7,264167.6,Solar,-596.316080986481,264167.6
39,,,Mountainview Generating Station,CA,34.0818,-117.2418,1957,Gas_CC,1164,2973461000.0,21384891.706,1270879.594,Gas,19.278878566661163,256233.02600832377
40,,,Grayson,CA,34.1556,-118.2782,1953,Gas_CC,353,116596000.0,1676318.122,99537.634,Solar,-390.6471249522954,99537.634
41,,,Joliet 29,IL,41.494636,-88.123827,1965,Gas_SC,1320,1091451000.0,11312187.925,670585.4299999999,Wind,-205.21378382400098,670585.4299999999
42,,,El Centro Hybrid,CA,32.802222,-115.54,1952,Gas_CC,435,660521000.0,5363384.605,318738.575,Gas,-93.83748383970148,93346.22388578329
43,,,Harbor,CA,33.7706,-118.2656,1972,Gas_SC,591,78120000.0,765275.759,44720.597,Solar,-1740.6844192078695,44720.597
44,,,Haynes,CA,33.764741,-118.09913,1962,Gas_SC,2882,3802589000.0,28051436.0,1636605.754,Gas,-118.21496934259524,339032.361131252
45,,,Scattergood,CA,33.918151,-118.427648,1958,Gas_SC,1714,1773127000.0,13597388.757,794092.53,Gas,-177.3332409150218,189040.96713659714
46,,,Valley (CA),CA,34.244991,-118.391327,1954,Gas_CC,1232,893450000.0,6397637.384,373259.724,Gas,-355.2402254524304,68384.03329070093
47,,,Glenarm,CA,34.126,-118.1494,1976,Gas_SC,263,59400000.0,553801.559,32911.778,Solar,-967.1873292247283,32911.778
48,,,Cherokee,CO,39.807275,-104.964548,1957,Gas_CC,1425,4021840000.0,31338454.353,1862330.822,Gas,-18.594843892805248,489941.4908429263
49,,,Comanche (CO),CO,38.2081,-104.5747,1973,Coal,1634,4648786000.0,47269634.09,4883250.386,Gas,-28.135378918346767,3296925.641795266
51,,,Martin Drake,CO,38.824444,-104.833333,1962,Gas_SC,257,449750000.0,5251736.758,504985.454,Gas,-47.643623786578296,351515.37520822964
52,,,Hayden,CO,40.4856,-107.185,1965,Coal,465,2286358000.0,24115724.321,2474266.67,Gas,-25.303884821406523,1694083.1404698286
53,,,McWilliams,AL,31.400255,-86.476449,1954,Gas_CC,653,2879239000.0,29887417.483,1776162.766,Gas,-74.18439535824486,793667.9662438284
56,,,Devon Station,CT,41.209797,-73.108976,1957,Oil,428,15755000.0,133434.107,9750.459,Wind,-7036.252236865167,9750.459
57,,,Montville Station,CT,41.4281,-72.1019,1954,Oil,493,23676000.0,294037.173,20825.821,Wind,-3780.770826926676,20825.821
60,,,Middletown,CT,41.554944,-72.579075,1954,Oil,853,325261000.0,3439297.038,211537.738,Wind,-528.0027937818325,211537.738
61,,,South Meadow,CT,41.7495,-72.6524,1970,Oil,164,1656000.0,22375.8,1812.2,Wind,-14676.716670759168,1812.2
64,,,Bridgeport Station,CT,41.1706,-73.1844,1961,Gas_CC,1156,3720970000.0,23911423.42,1423097.917,Wind,68.54141884110395,1423097.917
67,,,Christiana,DE,39.7302,-75.5371,1973,Oil,52,69000.0,1675.0,135.60000000000002,Wind,-61058.549123696095,135.60000000000002
69,,,Edge Moor,DE,39.73886,-75.50384,1954,Gas_SC,709,192386000.0,2080091.785,123945.743,Wind,-782.776432767015,123945.743
70,,,Indian River Generating Station,DE,38.5857,-75.2341,1957,Coal,801,158029000.0,1606279.735,163735.061,Wind,-712.8152842717518,163735.061
72,,,McKee Run,DE,39.176222,-75.546628,1962,Gas_SC,149,5135000.0,63914.228,3798.229,Wind,-6155.252881021097,3798.229
75,,,Cape Canaveral,FL,28.4698,-80.7644,1965,Gas_CC,2099,6512104000.0,41643131.499,2477298.379,Wind,111.03258959479766,2477298.379
76,,,Fort Myers,FL,26.6967,-81.7831,1958,Gas_CC,3298,9991866000.0,67975741.038,4041413.56,Gas,101.52809601062809,631847.2180393292
77,,,Lauderdale,FL,26.0686,-80.1984,1957,Gas_SC,3003,411469000.0,3872543.989,230719.654,Wind,-1759.204150706788,230719.654
78,,,Port Everglades,FL,26.0856,-80.1253,1960,Gas_CC,3060,6500494000.0,40796329.79,2425341.361,Wind,87.66126151454114,2425341.361
79,,,Riviera,FL,26.7653,-80.0525,1962,Gas_CC,1915,6701391000.0,41590560.008,2474489.893,Wind,135.70873393136137,2474489.893
80,,,Sanford,FL,28.8419,-81.3256,1959,Gas_CC,2532,9918293000.0,67973650.826,4039583.507,Gas,122.89718834446967,655122.7884010789
82,,,Crystal River,FL,28.9656,-82.6977,1966,Coal,5299,15609828000.0,116870276.679,8557198.43,Gas,15.293793609306364,3230591.3525436716
83,,,P L Bartow,FL,27.859535,-82.601759,1958,Gas_CC,1966,7013834000.0,51241127.322,3045188.213,Gas,58.98787150601935,651828.2205321887
84,,,Crist,FL,30.5661,-87.2244,1945,Coal,1226,1308078000.0,14486362.104,1263481.962,Wind,-54.643985566716474,1263481.962
85,,,Lansing Smith,FL,30.2686,-85.7003,1965,Gas_CC,999,5059620000.0,35228323.383,2093567.51,Gas,125.71561889028584,367052.1569006841
86,,,Big Bend,FL,27.7944,-82.4036,1969,Coal,2076,3335206000.0,40258076.805,2852606.378,Gas,-47.26478928794873,1714520.0464674032
87,,,Deerhaven Generating Station,FL,29.7592,-82.3878,1972,Coal,469,750718000.0,8258550.147,622402.804,Gas,-40.2612521062524,366232.1522814891
88,,,John R Kelly,FL,29.6461,-82.3208,1958,Gas_CC,237,833568000.0,6915963.718,410986.712,Gas,6.659192205160685,126544.80730117072
89,,,J D Kennedy,FL,30.364818,-81.625967,1973,Gas_SC,538,134223000.0,1300445.788,77451.624,Wind,-887.9456157507374,77451.624
90,,,Northside Generating Station,FL,30.4172,-81.5525,1966,Coal,1405,5080842000.0,55671482.453,4623721.522,Gas,-18.484358674103024,2889964.4968337156
91,,,Tom G Smith,FL,26.612767,-80.0677,1961,Gas_SC,143,142000.0,966.052,57.174,Gas,-420599.9465499788,8.718744439285388
92,,,Larsen Memorial,FL,28.0797,-81.9228,1956,Gas_CC,158,103643000.0,1452965.512,86352.363,Wind,-156.1077036631856,86352.363
93,,,C D McIntosh Jr,FL,28.0801,-81.9229,1970,Gas_CC,1409,2031202000.0,21820771.667,1583518.393,Gas,-46.24645701662706,890402.8154969391
95,,,Arvah B Hopkins,FL,30.4522,-84.4,1970,Gas_CC,1107,1412279000.0,11056639.06,657115.279,Gas,-78.54769473693746,175197.3926054192
96,,,S O Purdom,FL,30.162304,-84.200673,1963,Gas_CC,350,663452000.0,6650960.348,395280.832,Gas,-50.46143437601612,168888.32346290682
97,,,Bowen,GA,34.1256,-84.9222,1971,Coal,3538,8768072000.0,84573288.441,8677220.883,Gas,-34.73496064230532,5685254.900360942
98,,,Jack McDonough,GA,33.8239,-84.4758,1963,Gas_CC,3443,18976953000.0,127623709.352,7584444.817,Gas,156.28951722794966,1108859.5537699303
100,,,Yates,GA,33.4622,-84.8986,1950,Gas_SC,1484,2428382000.0,25020975.687,1486953.61,Gas,-124.15002278002059,658306.635288456
101,,,Ponca,OK,36.71979,-97.085758,1977,Gas_SC,48,13725000.0,123333.719,7329.908,Wind,-899.0871172130155,7329.908
102,,,E D Edwards,IL,40.5958,-89.6631,1960,Coal,779,3338667000.0,32727715.523,3432477.373,Gas,-13.331125090453996,2293210.0299216593
103,,,Grand Tower Energy Center LLC,IL,37.6577,-89.511161,1951,Gas_CC,639,1171248000.0,11380872.664,676329.532,Gas,-73.01785943342817,276659.664641015
104,,,Joliet 9,IL,41.4931,-88.1153,1959,Gas_SC,504,21477000.0,257356.525,15255.85,Wind,-5291.933192047466,15255.85
105,,,Kincaid Generation LLC,IL,39.590556,-89.496389,1967,Coal,1318,1624422000.0,16187689.842,1697765.107,Wind,-58.96950778903677,1697765.107
106,,,Powerton,IL,40.5408,-89.6786,1972,Coal,1784,1043563000.0,12096674.75,1286625.38,Wind,-164.98798605733367,1286625.38
107,,,Waukegan,IL,42.3833,-87.8133,1952,Coal,914,747412000.0,7877858.9,832780.45,Wind,-119.69932262991225,832780.45
108,,,Will County,IL,41.6334,-88.0629,1955,Coal,1267,372616000.0,4087933.475,431771.475,Wind,-417.287597163843,431771.475
110,,,Joppa Steam,IL,37.2094,-88.858889,1953,Coal,1098,4492161000.0,44699839.569,4446866.1,Gas,-15.974178951443756,2913987.1614445397
111,,,Baldwin Energy Complex,IL,38.205,-89.8544,1970,Coal,1893,4473276000.0,42583477.514,4466151.61,Gas,-19.28348664905043,2939716.879199921
112,,,Venice,IL,38.6642,-90.1764,1942,Gas_SC,1097,66407000.0,656068.896,38989.655,Wind,-4452.9178005139465,38989.655
113,,,Dallman,IL,39.754803,-89.602389,1968,Coal,617,916183000.0,9252006.177,946787.427,Wind,-37.094128918320486,946787.427
114,,,Marion,IL,37.619747,-88.953114,1963,Coal,422,1000046000.0,12859348.206,1356548.317,Gas,-32.43668933309247,1015298.4261375323
115,,,Clifty Creek,IN,38.7378,-85.4206,1955,Coal,1302,4881738000.0,48939578.429,5021194.772,Gas,-19.051087212481697,3355378.8398137195
116,,,Harding Street,IN,39.711319,-86.196867,1941,Gas_SC,1176,1737404000.0,17931821.542,1065762.083,Gas,-96.67207022572343,472900.4292520578
117,,,Eagle Valley (IN),IN,39.48517,-86.4183,1949,Gas_CC,1039,5210498000.0,33248107.499,1975885.608,Wind,125.77328114723608,1975885.608
119,,,AES Petersburg,IN,38.5281,-87.2525,1967,Coal,2150,6925548000.0,70137795.295,7196134.229,Gas,-21.447033230240994,4832900.438591578
121,,,Michigan City,IN,41.7208,-86.9086,1950,Coal,680,1658109000.0,16260738.308,1705426.85,Gas,-22.717668511139752,1139623.361672388
122,,,Cayuga,IN,39.9242,-87.4244,1970,Coal,1182,4762761000.0,44187386.433,4526193.386,Gas,-12.645052174919607,2900976.4745239103
123,,,Edwardsport,IN,38.8067,-87.2472,1944,Coal,947,2897761000.0,23563498.544,2994571.452,Gas,-3.435543154134979,2005756.312500902
124,,,Noblesville,IN,40.0969,-85.9714,1950,Gas_CC,283,1199041000.0,12602113.486,748959.963,Gas,-54.40954672104017,339806.17368468444
125,,,R Gallagher,IN,38.2636,-85.8381,1958,Coal,600,66725000.0,663392.384,68064.195,Wind,-1338.5479952345718,68064.195
126,,,F B Culley,IN,37.9111,-87.3275,1955,Coal,414,1020047000.0,12318607.888,1258642.022,Gas,-33.971587146266785,910567.1060215476
128,,,Whitewater Valley,IN,39.8028,-84.8953,1955,Coal,93,40843000.0,461185.104,47316.611,Wind,-255.8459695974754,47316.611
129,,,Lansing,IA,43.3359,-91.1675,1948,Coal,339,405557000.0,4329877.575,453574.457,Wind,-55.63969878217711,453574.457
133,,,Walter Scott Jr Energy Center,IA,41.18,-95.8408,1954,Coal,1777,5450692000.0,52232489.325,5478142.3,Gas,-20.316948331071313,3618179.8081496996
134,,,George Neal North,IA,42.299794,-96.361707,1964,Coal,1080,942043000.0,9719747.225,1019408.05,Wind,-107.33071254795219,1019408.05
135,,,Burlington (IA),IA,40.7412,-91.116667,1968,Coal,288,1224617000.0,12458284.273,1305468.737,Gas,-20.98585561596907,887587.5419366504
136,,,Ames Electric Services Power Plant,IA,42.0258,-93.6089,1968,Gas_SC,108,263519000.0,3554398.289,210709.305,Gas,-92.70114512039473,120787.61140771864
137,,,Streeter Station,IA,42.5267,-92.4394,1963,Gas_SC,51,3070000.0,60445.821,3659.517,Wind,-2148.8289647142883,3659.517
138,,,Muscatine Plant #1,IA,41.3917,-91.0569,1958,Coal,293,811937000.0,9568391.947,1003529.785,Gas,-32.993191326891946,726469.1171535216
140,,,Earl F Wisdom,IA,43.1606,-95.2569,1960,Gas_SC,118,26047000.0,338633.074,20167.172,Wind,-844.5885532886053,20167.172
141,,,Cimarron River,KS,37.1611,-100.7619,1963,Gas_SC,65,480000.0,6582.435,390.832,Wind,-25472.15756943845,390.832
142,,,Fort Dodge,KS,37.7328,-99.9497,1969,Gas_SC,149,3164000.0,34321.450000000004,2039.589,Wind,-11137.044591074073,2039.589
143,,,Great Bend - Sunflower,KS,38.41,-98.8689,1963,Gas_SC,81,1520000.0,17623.414,1047.064,Wind,-11801.145484932293,1047.064
144,,,Riverton,KS,37.072616,-94.698704,1950,Gas_CC,397,1521111000.0,10841966.64,644324.479,Gas,46.50908846972427,125269.39279426652
145,,,Gordon Evans Energy Center,KS,37.7903,-97.521667,1961,Gas_SC,902,134118000.0,1473745.773,87637.59,Wind,-1494.3905985805068,87637.59
146,,,La Cygne,KS,38.3481,-94.6456,1973,Coal,1598,6650553000.0,65925746.963,6912975.648,Gas,-28.045867091666562,4643579.554795231
148,,,Lawrence Energy Center,KS,39.0072,-95.269167,1952,Coal,604,2137047000.0,21159756.632,2181852.158,Gas,-30.260986652309143,1452618.6472235317
149,,,Chanute 2,KS,37.6953,-95.4586,1965,Gas_SC,64,243288000.0,3269468.305,193589.122,Gas,-111.0637218073522,110570.93738834411
150,,,Coffeyville,KS,37.037344,-95.612689,1956,Gas_SC,62,290000.0,2835.279,168.146,Wind,-56536.96398114949,168.146
153,,,Garden City,KS,37.9703,-100.8956,1962,Gas_SC,266,11882000.0,166228.21899999998,1949.35,Wind,-20598.86770442176,1949.35
154,,,Big Sandy,KY,38.1707,-82.6176,1963,Coal,1096,948161000.0,9072868.604,539187.029,Gas,-154.6891107814458,215642.07429786812
155,,,E W Brown,KY,37.78831,-84.71257,1957,Gas_SC,1748,1458548000.0,15795745.82,1516834.619,Wind,-103.56379552668982,1516834.619
156,,,Ghent,KY,38.7497,-85.035,1974,Coal,2224,10911256000.0,102797458.607,10547018.842,Gas,-14.865493818656235,6823725.194335347
157,,,Cane Run,KY,38.1831,-85.8892,1962,Gas_CC,1467,4676622000.0,31617572.044,1878987.956,Gas,104.6401331783543,283164.6167685895
158,,,Mill Creek (KY),KY,38.0525,-85.9103,1972,Coal,1715,7340568000.0,68286753.78299999,6995650.739,Gas,-15.120291729158325,4490797.9333605375
159,,,Paddys Run,KY,38.223592,-85.841704,1968,Gas_SC,226,37974000.0,373420.159,22061.642,Wind,-1457.5193446236908,22061.642
160,,,Elmer Smith,KY,37.7942,-87.0608,1964,Coal,445,501812000.0,4914382.851,504216.512,Wind,-63.28115052015043,504216.512
161,,,Paradise,KY,37.2608,-86.9783,1963,Coal,3718,7584661000.0,52114080.138,3316502.109,Gas,10.007332470757571,728356.4252226395
162,,,Shawnee,KY,37.1517,-88.775,1953,Coal,1750,4089194000.0,44866116.756,4705547.174,Gas,-32.03421469145882,3310174.3549342193
166,,,Cooper,KY,36.9981,-84.5919,1965,Coal,343,176455000.0,1722022.663,176678.565,Wind,-204.11472016106342,176678.565
168,,,R S Nelson,LA,30.2844,-93.2911,1959,Gas_SC,1594,1017215000.0,11279371.814,1182981.035,Wind,-135.28710127172118,1182981.035
169,,,Coughlin Power Station,LA,30.8439,-92.261111,1961,Gas_CC,920,3841940000.0,27472642.949,1632662.042,Gas,60.71759939471357,321660.7423596345
170,,,Teche,LA,29.822222,-91.5425,1953,Gas_SC,467,503159000.0,5116865.048,304082.141,Gas,-133.63559834681135,132387.08513610138
171,,,Little Gypsy,LA,30.005067,-90.461694,1961,Gas_SC,1249,1713462000.0,18307564.102,1087990.954,Gas,-115.26361820051063,503299.12932694936
172,,,Nine Mile Point,LA,29.9472,-90.1458,1951,Gas_SC,2788,9734496000.0,81544367.131,4846137.255,Gas,-33.569702053805905,1524394.3575721537
173,,,Sterlington,LA,32.7047,-92.0792,1958,Gas_SC,473,1120000.0,12628.037,750.5219999999999,Wind,-95674.55796592426,750.5219999999999
175,,,Lieberman,LA,32.7047,-93.9597,1947,Gas_SC,278,25051000.0,317446.994,18866.88,Wind,-2137.755497582755,18866.88
176,,,Houma,LA,29.5806,-90.7225,1948,Gas_SC,94,28765000.0,339518.653,20176.954,Wind,-581.7056355112186,20176.954
177,,,Big Cajun 1,LA,30.6739,-91.3556,1972,Gas_SC,490,58208000.0,692928.76,41180.423,Wind,-1685.4297250649813,41180.423
178,,,William F Wyman Hybrid,ME,43.7508,-70.1567,1957,Oil,861,18599000.0,193733.896,16456.563000000002,Wind,-8450.147861662896,16456.563000000002
179,,,Herbert A Wagner,MD,39.1781,-76.5268,1956,Coal,1057,106152000.0,1341439.419,123320.104,Wind,-1317.3854337520759,123320.104
180,,,Perryman,MD,39.442836,-76.221761,1972,Gas_SC,545,219390000.0,2265402.118,140663.258,Wind,-495.3175265095329,140663.258
181,,,Westport,MD,39.26604,-76.629537,1969,Gas_SC,121,3882000.0,53688.115,3190.805,Wind,-6067.9922526350765,3190.805
182,,,Vienna Operations,MD,38.4878,-75.8208,1968,Oil,180,1521000.0,24066.25,1953.048,Wind,-14949.599772504702,1953.048
183,,,Chalk Point LLC,MD,38.5444,-76.6861,1964,Gas_SC,2553,484178000.0,5546031.768,439272.376,Wind,-862.9042659291537,439272.376
184,,,Dickerson,MD,39.2097,-77.4644,1959,Coal,933,282632000.0,2854660.235,267877.677,Wind,-478.953686225181,267877.677
185,,,Morgantown Generating Plant,MD,38.3592,-76.9767,1970,Coal,1548,1259835000.0,12531503.731,1284643.79,Wind,-117.16992072086046,1284643.79
187,,,Mystic Generating Station,MA,42.3908,-71.0675,1957,Gas_CC,2841,1933965000.0,14197747.535,844116.246,Wind,-390.34227333634897,844116.246
188,,,Exelon Medway LLC,MA,42.140028,-71.446441,1970,Oil,135,1899000.0,33620.5,2724.5,Wind,-8035.26517456688,2724.5
189,,,Kendall Square Station,MA,42.3633,-71.0792,1949,Gas_CC,294,2027427000.0,13292160.9,789389.602,Wind,120.62357497642238,789389.602
190,,,Canal,MA,41.7694,-70.5097,1968,Oil,1825,320540000.0,3172012.484,192024.631,Wind,-1445.359115578966,192024.631
192,,,Essential Power Massachusetts LLC,MA,42.095,-72.595,1949,Gas_SC,352,2848000.0,28185.505,1540.799,Wind,-37087.29353133736,1540.799
194,,,Potter Station 2,MA,42.235,-70.9672,1963,Gas_SC,221,24522000.0,202330.249,12410.217,Wind,-2772.494722181138,12410.217
195,,,Waters River,MA,42.542949,-70.928314,1971,Gas_SC,64,4050000.0,43352.3,2143.5,Wind,-4741.8824753052495,2143.5
196,,,Cleary Flood Hybrid,MA,41.8653,-71.1061,1966,Gas_CC,149,52643000.0,560039.6190000001,33339.974,Wind,-616.6739853558782,33339.974
197,,,Dan E Karn,MI,43.644996,-83.840074,1959,Gas_SC,1945,1828950000.0,20504908.273,2109575.665,Wind,-88.57992986075155,2109575.665
198,,,J H Campbell,MI,42.910296,-86.20074,1962,Coal,1577,7290821000.0,70803324.577,7425853.869,Gas,-26.908256896870284,4937976.440813909
200,,,Hancock,MI,42.5497,-83.4425,1966,Gas_SC,158,5525000.0,67111.9,3958.8,Wind,-6275.528686636024,3958.8
201,,,Monroe (MI),MI,41.8906,-83.3464,1969,Coal,3288,14295504000.0,136084002.376,14276708.615,Gas,-25.63453137225423,9398593.828456212
202,,,River Rouge,MI,42.2739,-83.1119,1956,Coal,940,261675000.0,3127562.989,242207.638,Wind,-523.3847882743165,242207.638
203,,,St Clair,MI,42.7642,-82.4719,1953,Coal,1923,1885094000.0,19903603.932,2087492.367,Wind,-83.62341547573405,2087492.367
205,,,J B Sims,MI,43.0706,-86.235,1983,Coal,80,38619000.0,356919.835,36621.025,Wind,-281.89035471110253,36621.025
206,,,Eckert Station,MI,42.71839,-84.55808,1954,Coal,375,7499000.0,89293.03099999999,9364.775,Wind,-6339.698968246185,9364.775
207,,,Erickson Station,MI,42.692222,-84.657222,1973,Coal,154,616427000.0,7461886.34,782601.455,Gas,-43.97270271375168,572255.4844399674
209,,,Syl Laskin,MN,47.5306,-92.1619,1953,Gas_SC,116,16321000.0,231467.104,13757.691,Wind,-1228.4973611986252,13757.691
210,,,Clay Boswell,MN,47.2611,-93.6528,1958,Coal,1072,4629537000.0,47968429.253,5023355.5940000005,Gas,-18.545009616185798,3443599.266797296
212,,,Black Dog,MN,44.8108,-93.2501,1952,Gas_CC,1678,1610073000.0,13281633.484,789309.6950000001,Wind,-166.9762105041416,789309.6950000001
213,,,High Bridge,MN,44.9314,-93.1117,1956,Gas_CC,920,2758478000.0,20309789.155,1206982.576,Gas,22.49161640363206,265695.5587562751
215,,,Allen S King,MN,45.03,-92.7786,1958,Coal,598,894925000.0,8883284.94,931679.661,Wind,-32.36215097151009,931679.661
216,,,Riverside (MN),MN,45.0203,-93.2753,1964,Gas_CC,822,2228764000.0,15669622.189,931222.803,Wind,30.77586445342011,931222.803
217,,,Hoot Lake,MN,46.290641,-96.043252,1914,Coal,137,213468000.0,2501980.075,262407.725,Gas,-36.8072908049173,189565.14405609417
219,,,Cambridge CT Hybrid,MN,45.601,-93.2081,1978,Gas_SC,194,23009000.0,253991.032,14531.883,Wind,-1967.6414822319095,14531.883
220,,,Elk River,MN,45.296797,-93.558447,1951,Gas_SC,238,14214000.0,169779.476,10135.659,Wind,-3556.9584071414997,10135.659
221,,,Chevron Oil,MS,30.34,-88.4919,1967,Gas_SC,169,600125000.0,6774642.308,402605.776,Gas,-76.55476276025,197822.60527201512
223,,,Jack Watson,MS,30.4392,-89.0286,1957,Gas_SC,1212,2392307000.0,23890945.719,1416769.574,Gas,-86.61508783466508,600432.622840236
224,,,Baxter Wilson,MS,32.2831,-90.9306,1967,Gas_SC,1327,1577580000.0,15533548.14,923362.417,Gas,-120.0387995910777,385038.1770882242
225,,,Moselle,MS,31.528,-89.3004,1970,Gas_CC,509,1882630000.0,15859938.67,942495.124,Gas,-28.86490297045933,300077.39318121015
227,,,Hawthorn,MO,39.1306,-94.4778,1969,Coal,1045,2381292000.0,22713664.04,2263843.506,Gas,-29.722616433057308,1451265.2494881323
231,,,Lake Road (MO),MO,39.7246,-94.8773,1950,Gas_SC,277,8760000.0,239378.293,3032.157,Gas,-193684.61853807652,42.945459775633935
232,,,Labadie,MO,38.562244,-90.837686,1970,Coal,2388,17359426000.0,163826168.915,17182089.668,Gas,-14.875460789580684,11258459.927033003
233,,,Meramec,MO,38.4017,-90.3358,1953,Coal,1040,135052000.0,1549132.857,146223.355,Wind,-1041.1680790094615,146223.355
234,,,Sioux,MO,38.915479,-90.290247,1967,Coal,1098,3014662000.0,30181257.813,3165411.165,Gas,-27.8839569743895,2136705.4069776405
238,,,Blue Valley,MO,39.0919,-94.3261,1958,Gas_SC,176,2019000.0,22981.032,1365.626,Wind,-20145.364189954344,1365.626
239,,,James River Power Station,MO,37.108611,-93.261944,1957,Gas_SC,450,127363000.0,1660484.109,99450.829,Wind,-624.9783575080311,99450.829
240,,,New Madrid,MO,36.5147,-89.5617,1972,Coal,1300,6524903000.0,59087591.284,6197073.609999999,Gas,-13.73080687970205,3970553.593282581
241,,,Thomas Hill,MO,39.5522,-92.6381,1966,Coal,1181,7266410000.0,70350121.873,7377929.471,Gas,-17.983453149428914,4898381.910725829
242,,,Glendive GT,MT,47.0539,-104.74,1979,Gas_SC,83,806000.0,10167.688,663.716,Wind,-19460.254660601426,663.716
243,,,Canaday,NE,40.6942,-99.7011,1958,Gas_SC,108,971000.0,13273.6,782.6,Wind,-21327.92873977073,782.6
244,,,Lon Wright,NE,41.4281,-96.4623,1957,Coal,211,327347000.0,3305806.129,340384.907,Gas,-78.03330359620409,228682.9172673715
245,,,C W Burdick,NE,40.9228,-98.3269,1957,Gas_SC,238,3562000.0,42228.686,2519.218,Wind,-14569.186465539224,2519.218
250,,,Sheldon,NE,40.5589,-96.7847,1961,Coal,227,563013000.0,5786358.566,606873.678,Gas,-69.23329572397546,414754.39068306604
252,,,North Omaha,NE,41.32909,-95.94466,1954,Coal,642,1947607000.0,20227757.291,2105599.714,Gas,-68.57086450023415,1441009.6089518545
